id,liquid_path,container_path,volume_ml
Gibco_500mL_192ml_1105_1815,Gibco_500mL_192ml_1105_1815/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1815/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1817,Gibco_500mL_192ml_1105_1817/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1817/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1819,Gibco_500mL_192ml_1105_1819/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1819/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1820,Gibco_500mL_192ml_1105_1820/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1820/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1822,Gibco_500mL_192ml_1105_1822/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1822/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1823,Gibco_500mL_192ml_1105_1823/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1823/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1825,Gibco_500mL_192ml_1105_1825/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1825/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1827,Gibco_500mL_192ml_1105_1827/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1827/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1828,Gibco_500mL_192ml_1105_1828/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1828/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1829,Gibco_500mL_192ml_1105_1829/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1829/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1830,Gibco_500mL_192ml_1105_1830/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1830/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_192ml_1105_1831,Gibco_500mL_192ml_1105_1831/Input_ContentDepth_segmented.npy,Gibco_500mL_192ml_1105_1831/Input_EmptyVessel_Depth_segmented.npy,192.0
Gibco_500mL_202ml_0905_4059,Gibco_500mL_202ml_0905_4059/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4059/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4101,Gibco_500mL_202ml_0905_4101/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4101/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4104,Gibco_500mL_202ml_0905_4104/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4104/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4106,Gibco_500mL_202ml_0905_4106/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4106/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4110,Gibco_500mL_202ml_0905_4110/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4110/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4111,Gibco_500mL_202ml_0905_4111/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4111/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4114,Gibco_500mL_202ml_0905_4114/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4114/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4116,Gibco_500mL_202ml_0905_4116/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4116/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4117,Gibco_500mL_202ml_0905_4117/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4117/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4120,Gibco_500mL_202ml_0905_4120/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4120/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4121,Gibco_500mL_202ml_0905_4121/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4121/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4123,Gibco_500mL_202ml_0905_4123/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4123/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4125,Gibco_500mL_202ml_0905_4125/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4125/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4127,Gibco_500mL_202ml_0905_4127/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4127/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4128,Gibco_500mL_202ml_0905_4128/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4128/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4136,Gibco_500mL_202ml_0905_4136/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4136/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4137,Gibco_500mL_202ml_0905_4137/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4137/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4139,Gibco_500mL_202ml_0905_4139/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4139/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_202ml_0905_4141,Gibco_500mL_202ml_0905_4141/Input_ContentDepth_segmented.npy,Gibco_500mL_202ml_0905_4141/Input_EmptyVessel_Depth_segmented.npy,202.0
Gibco_500mL_214ml_1105_1850,Gibco_500mL_214ml_1105_1850/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1850/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1851,Gibco_500mL_214ml_1105_1851/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1851/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1852,Gibco_500mL_214ml_1105_1852/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1852/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1853,Gibco_500mL_214ml_1105_1853/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1853/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1854,Gibco_500mL_214ml_1105_1854/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1854/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1856,Gibco_500mL_214ml_1105_1856/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1856/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1857,Gibco_500mL_214ml_1105_1857/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1857/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1859,Gibco_500mL_214ml_1105_1859/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1859/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1901,Gibco_500mL_214ml_1105_1901/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1901/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1903,Gibco_500mL_214ml_1105_1903/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1903/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1904,Gibco_500mL_214ml_1105_1904/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1904/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1906,Gibco_500mL_214ml_1105_1906/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1906/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1908,Gibco_500mL_214ml_1105_1908/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1908/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1909,Gibco_500mL_214ml_1105_1909/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1909/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1910,Gibco_500mL_214ml_1105_1910/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1910/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_214ml_1105_1911,Gibco_500mL_214ml_1105_1911/Input_ContentDepth_segmented.npy,Gibco_500mL_214ml_1105_1911/Input_EmptyVessel_Depth_segmented.npy,214.0
Gibco_500mL_243ml_1105_1933,Gibco_500mL_243ml_1105_1933/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1933/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1934,Gibco_500mL_243ml_1105_1934/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1934/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1935,Gibco_500mL_243ml_1105_1935/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1935/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1937,Gibco_500mL_243ml_1105_1937/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1937/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1939,Gibco_500mL_243ml_1105_1939/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1939/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1940,Gibco_500mL_243ml_1105_1940/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1940/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1941,Gibco_500mL_243ml_1105_1941/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1941/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1942,Gibco_500mL_243ml_1105_1942/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1942/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1943,Gibco_500mL_243ml_1105_1943/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1943/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1944,Gibco_500mL_243ml_1105_1944/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1944/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1946,Gibco_500mL_243ml_1105_1946/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1946/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1948,Gibco_500mL_243ml_1105_1948/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1948/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1949,Gibco_500mL_243ml_1105_1949/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1949/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1950,Gibco_500mL_243ml_1105_1950/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1950/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1953,Gibco_500mL_243ml_1105_1953/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1953/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1954,Gibco_500mL_243ml_1105_1954/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1954/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1955,Gibco_500mL_243ml_1105_1955/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1955/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1957,Gibco_500mL_243ml_1105_1957/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1957/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_1959,Gibco_500mL_243ml_1105_1959/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_1959/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_243ml_1105_2000,Gibco_500mL_243ml_1105_2000/Input_ContentDepth_segmented.npy,Gibco_500mL_243ml_1105_2000/Input_EmptyVessel_Depth_segmented.npy,243.0
Gibco_500mL_250ml_0905_4207,Gibco_500mL_250ml_0905_4207/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4207/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4208,Gibco_500mL_250ml_0905_4208/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4208/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4210,Gibco_500mL_250ml_0905_4210/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4210/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4212,Gibco_500mL_250ml_0905_4212/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4212/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4214,Gibco_500mL_250ml_0905_4214/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4214/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4215,Gibco_500mL_250ml_0905_4215/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4215/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4217,Gibco_500mL_250ml_0905_4217/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4217/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4219,Gibco_500mL_250ml_0905_4219/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4219/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4221,Gibco_500mL_250ml_0905_4221/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4221/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4222,Gibco_500mL_250ml_0905_4222/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4222/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4225,Gibco_500mL_250ml_0905_4225/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4225/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4226,Gibco_500mL_250ml_0905_4226/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4226/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4228,Gibco_500mL_250ml_0905_4228/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4228/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4229,Gibco_500mL_250ml_0905_4229/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4229/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4231,Gibco_500mL_250ml_0905_4231/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4231/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4233,Gibco_500mL_250ml_0905_4233/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4233/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4236,Gibco_500mL_250ml_0905_4236/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4236/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4239,Gibco_500mL_250ml_0905_4239/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4239/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4244,Gibco_500mL_250ml_0905_4244/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4244/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_250ml_0905_4245,Gibco_500mL_250ml_0905_4245/Input_ContentDepth_segmented.npy,Gibco_500mL_250ml_0905_4245/Input_EmptyVessel_Depth_segmented.npy,250.0
Gibco_500mL_263ml_1105_2018,Gibco_500mL_263ml_1105_2018/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2018/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2019,Gibco_500mL_263ml_1105_2019/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2019/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2020,Gibco_500mL_263ml_1105_2020/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2020/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2021,Gibco_500mL_263ml_1105_2021/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2021/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2022,Gibco_500mL_263ml_1105_2022/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2022/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2024,Gibco_500mL_263ml_1105_2024/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2024/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2025,Gibco_500mL_263ml_1105_2025/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2025/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2026,Gibco_500mL_263ml_1105_2026/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2026/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2027,Gibco_500mL_263ml_1105_2027/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2027/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2028,Gibco_500mL_263ml_1105_2028/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2028/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2029,Gibco_500mL_263ml_1105_2029/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2029/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2031,Gibco_500mL_263ml_1105_2031/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2031/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2032,Gibco_500mL_263ml_1105_2032/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2032/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2033,Gibco_500mL_263ml_1105_2033/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2033/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2034,Gibco_500mL_263ml_1105_2034/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2034/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2035,Gibco_500mL_263ml_1105_2035/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2035/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2037,Gibco_500mL_263ml_1105_2037/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2037/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2038,Gibco_500mL_263ml_1105_2038/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2038/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2039,Gibco_500mL_263ml_1105_2039/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2039/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2040,Gibco_500mL_263ml_1105_2040/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2040/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2041,Gibco_500mL_263ml_1105_2041/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2041/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2042,Gibco_500mL_263ml_1105_2042/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2042/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2043,Gibco_500mL_263ml_1105_2043/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2043/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2045,Gibco_500mL_263ml_1105_2045/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2045/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_263ml_1105_2047,Gibco_500mL_263ml_1105_2047/Input_ContentDepth_segmented.npy,Gibco_500mL_263ml_1105_2047/Input_EmptyVessel_Depth_segmented.npy,263.0
Gibco_500mL_266ml_2404_0341,Gibco_500mL_266ml_2404_0341/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0341/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0343,Gibco_500mL_266ml_2404_0343/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0343/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0348,Gibco_500mL_266ml_2404_0348/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0348/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0351,Gibco_500mL_266ml_2404_0351/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0351/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0358,Gibco_500mL_266ml_2404_0358/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0358/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0409,Gibco_500mL_266ml_2404_0409/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0409/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0417,Gibco_500mL_266ml_2404_0417/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0417/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0425,Gibco_500mL_266ml_2404_0425/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0425/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0430,Gibco_500mL_266ml_2404_0430/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0430/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0439,Gibco_500mL_266ml_2404_0439/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0439/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_266ml_2404_0444,Gibco_500mL_266ml_2404_0444/Input_ContentDepth_segmented.npy,Gibco_500mL_266ml_2404_0444/Input_EmptyVessel_Depth_segmented.npy,266.0
Gibco_500mL_289ml_1105_2104,Gibco_500mL_289ml_1105_2104/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2104/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2106,Gibco_500mL_289ml_1105_2106/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2106/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2107,Gibco_500mL_289ml_1105_2107/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2107/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2108,Gibco_500mL_289ml_1105_2108/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2108/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2109,Gibco_500mL_289ml_1105_2109/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2109/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2111,Gibco_500mL_289ml_1105_2111/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2111/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2112,Gibco_500mL_289ml_1105_2112/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2112/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2113,Gibco_500mL_289ml_1105_2113/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2113/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2114,Gibco_500mL_289ml_1105_2114/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2114/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2115,Gibco_500mL_289ml_1105_2115/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2115/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2117,Gibco_500mL_289ml_1105_2117/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2117/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2119,Gibco_500mL_289ml_1105_2119/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2119/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2120,Gibco_500mL_289ml_1105_2120/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2120/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2121,Gibco_500mL_289ml_1105_2121/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2121/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2122,Gibco_500mL_289ml_1105_2122/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2122/Input_EmptyVessel_Depth_segmented.npy,289.0
Gibco_500mL_289ml_1105_2123,Gibco_500mL_289ml_1105_2123/Input_ContentDepth_segmented.npy,Gibco_500mL_289ml_1105_2123/Input_EmptyVessel_Depth_segmented.npy,289.0
